"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"D7YPUI2J","journalArticle","2022","Moorlag, Simone J. C. F. M.; Taks, Esther; Doesschate, Thijs Ten; Vaart, Thomas W. van der; Janssen, Axel B.; Müller, Lisa; Ostermann, Philipp; Dijkstra, Helga; Lemmers, Heidi; Simonetti, Elles; Mazur, Marc; Schaal, Heiner; Heine, Rob Ter; Veerdonk, Frank L. van de; Bleeker-Rovers, Chantal P.; Crevel, Reinout van; Oever, Jaap Ten; Jonge, Marien I. de; Bonten, Marc J.; Werkhoven, Cornelis H. van; Netea, Mihai G.","Efficacy of BCG Vaccination Against Respiratory Tract Infections in Older Adults During the Coronavirus Disease 2019 Pandemic.","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","","1537-6591","10.1093/cid/ciac182","","Older age is associated with increased severity and death from respiratory infections, including coronavirus disease 2019 (COVID-19). The tuberculosis BCG vaccine may provide heterologous protection against nontuberculous infections and has been proposed as a potential preventive strategy against COVID-19. In this multicenter, placebo-controlled trial, we randomly assigned older adults (aged ≥60 years; n = 2014) to intracutaneous vaccination with BCG vaccine (n = 1008) or placebo (n = 1006). The primary end point was the cumulative incidence of respiratory tract infections (RTIs) that required medical intervention, during 12 months of follow-up. Secondary end points included the incidence of COVID-19, and the effect of BCG vaccination on the cellular and humoral immune responses. The cumulative incidence of RTIs requiring medical intervention was 0.029 in the BCG-vaccinated group and 0.024 in the control group (subdistribution hazard ratio, 1.26 [98.2% confidence interval, .65-2.44]). In the BCG vaccine and placebo groups, 51 and 48 individuals, respectively tested positive for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) with polymerase chain reaction (subdistribution hazard ratio, 1.053 [95% confidence interval, .71-1.56]). No difference was observed in the frequency of adverse events. BCG vaccination was associated with enhanced cytokine responses after influenza, and also partially associated after SARS-CoV-2 stimulation. In patients diagnosed with COVID-19, antibody responses after infection were significantly stronger if the volunteers had previously received BCG vaccine. BCG vaccination had no effect on the incidence of RTIs, including SARS-CoV-2 infection, in older adult volunteers. However, it improved cytokine responses stimulated by influenza and SARS-CoV-2 and induced stronger antibody titers after COVID-19 infection. EU Clinical Trials Register 2020-001591-15 ClinicalTrials.gov NCT04417335.","2022","2023-07-03 03:17:34","2023-07-03 03:17:34","","","","1","75","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KFX4BBHC","journalArticle","2022","Gasmi, Amin; Srinath, Shvetha; Dadar, Maryam; Pivina, Lyudmila; Menzel, Alain; Benahmed, Asma Gasmi; Chirumbolo, Salvatore; Bjørklund, Geir","A global survey in the developmental landscape of possible vaccination strategies for COVID-19.","Clinical immunology (Orlando, Fla.)","","1521-7035","10.1016/j.clim.2022.108958","","The development of COVID-19 vaccines was promptly regulated to ensure the best possible approach. By January 2022, 75 candidates reached preclinical evaluation in various animal models, 114 vaccines were in clinical trials on humans, and 48 were in the final testing stages. Vaccine platforms range from whole virus vaccines to nucleic acid vaccines, which are the most promising in prompt availability and safety. The USA and Europe have approved vaccines developed by Pfizer-BioNTech (BNT162b2) and Moderna (mRNa1273). So far, Pfizer-BioNTech, Moderna, Johnson & Johnson, AstraZeneca-University of Oxford, Sinopharm, Sinovac Biotech Gamaleya, Bharat Biotech, and Novavax have documented effective vaccines. Even with technological advances and a fast-paced development approach, many limitations and problems need to be overcome before a large-scale production of new vaccines can start. The Key is to ensure equal and fair distribution globally through regulatory measures. Recent studies link Bacillus Calmette-Guérin (BCG) vaccination programs and lower disease severity.","2022","2023-07-03 03:17:34","2023-07-03 03:17:34","","108958","","","237","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWX7D8SL","journalArticle","2022","Czajka, Hanna; Zapolnik, Paweł; Krzych, Łukasz; Kmiecik, Wojciech; Stopyra, Lidia; Nowakowska, Anna; Jackowska, Teresa; Darmochwał-Kolarz, Dorota; Szymański, Henryk; Radziewicz-Winnicki, Igor; Mazur, Artur","A Multi-Center, Randomised, Double-Blind, Placebo-Controlled Phase III Clinical Trial Evaluating the Impact of BCG Re-Vaccination on the Incidence and Severity of SARS-CoV-2 Infections among Symptomatic Healthcare Professionals during the COVID-19 Pandemic in Poland-First Results.","Vaccines","","2076-393X","10.3390/vaccines10020314","","Tuberculosis vaccines (Bacillus Calmette-Guérin, BCG) were introduced 100 years ago and are still recommended by the World Health Organization to prevent the disease. Studies have shown that BCG vaccination can stimulate non-specific immune responses and reduce the incidence of certain diseases. At the beginning of the coronavirus disease 2019 (COVID-19) pandemic, it was hypothesised that the incidence of COVID-19 was lower in countries with BCG prevention. In an attempt to verify this thesis, we conducted a multicenter, randomised, double-blind, placebo-controlled study on a group of 695 health care workers aged 25 years and over in Poland. All participants in the study had a tuberculin test, after which those who were negative were randomised (1:1) and received either the BCG- or placebo vaccine. From then on, these people were subjected to three months of observation for the occurrence of COVID-19 symptoms. The statistical analysis did not reveal any significant correlation between the frequency of incidents suspected of COVID-19 and BCG-10 vaccination, the result of the tuberculin test and the number of scars. The only statistically significant feature was the type of medical profession-nurses became infected more often than doctors or other medical workers (p = 0.02). The results differ from similar trials in other countries. Perhaps this is due to the lack of an unvaccinated control group. The impact of BCG vaccination on the course of COVID-19 requires further research.","2022","2023-07-03 03:17:34","2023-07-03 03:17:34","","","","2","10","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAVXXDCQ","journalArticle","2022","Hupert, Nathaniel; Marín-Hernández, Daniela; Gao, Bo; Águas, Ricardo; Nixon, Douglas F.","Heterologous vaccination interventions to reduce pandemic morbidity and mortality: Modeling the US winter 2020 COVID-19 wave.","Proceedings of the National Academy of Sciences of the United States of America","","1091-6490","10.1073/pnas.2025448119","","COVID-19 remains a stark health threat worldwide, in part because of minimal levels of targeted vaccination outside high-income countries and highly transmissible variants causing infection in vaccinated individuals. Decades of theoretical and experimental data suggest that nonspecific effects of non-COVID-19 vaccines may help bolster population immunological resilience to new pathogens. These routine vaccinations can stimulate heterologous cross-protective effects, which modulate nontargeted infections. For example, immunization with Bacillus Calmette-Guérin, inactivated influenza vaccine, oral polio vaccine, and other vaccines have been associated with some protection from SARS-CoV-2 infection and amelioration of COVID-19 disease. If heterologous vaccine interventions (HVIs) are to be seriously considered by policy makers as bridging or boosting interventions in pandemic settings to augment nonpharmaceutical interventions and specific vaccination efforts, evidence is needed to determine their optimal implementation. Using the COVID-19 International Modeling Consortium mathematical model, we show that logistically realistic HVIs with low (5 to 15%) effectiveness could have reduced COVID-19 cases, hospitalization, and mortality in the United States fall/winter 2020 wave. Similar to other mass drug administration campaigns (e.g., for malaria), HVI impact is highly dependent on both age targeting and intervention timing in relation to incidence, with maximal benefit accruing from implementation across the widest age cohort when the pandemic reproduction number is >1.0. Optimal HVI logistics therefore differ from optimal rollout parameters for specific COVID-19 immunizations. These results may be generalizable beyond COVID-19 and the US to indicate how even minimally effective heterologous immunization campaigns could reduce the burden of future viral pandemics.","2022","2023-07-03 03:17:34","2023-07-03 03:17:34","","","","3","119","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2WNZQXL","journalArticle","2022","Randhawa, Avneet; Kapila, Rajendra; Schwartz, Robert A.","Leprosy: what is new.","International journal of dermatology","","1365-4632","10.1111/ijd.15998","","Leprosy, also known as Hansen's disease, is an age-old chronic granulomatous infection characterized by prominent cutaneous and neurologic findings. Long known to be caused by Mycobacterium leprae, a new etiologic species was identified and linked in 2008, Mycobacterium lepromatosis. The BCG vaccine with highly variable efficacy may soon be replaced by the first leprosy-specific subunit vaccine LepVax, which has recently moved forward in human trials. Recent evidence supporting theories of zoonotic transmission from armadillos and the less-discussed Eurasian red squirrels has emerged. Knowledge on genetic polymorphisms that may increase leprosy susceptibility, such as the newly uncovered mitochondrial ribosomal protein S5 (MRPS5) polymorphism in the Chinese population, has provided a fresh perspective and direction. Further, we will delineate the latest information on leprosy, including the possible effects of leprosy coinfection with COVID-19, HIV, and HTLV-1, and the shift to newer leprosy therapies and treatment regimens.","2022","2023-07-03 03:17:34","2023-07-03 03:17:34","","733–738","","6","61","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZBAZ4WU","journalArticle","2022","Bates, Michael N.; Herron, Timothy J.; Lwi, Sandy J.; Baldo, Juliana V.","BCG vaccination at birth and COVID-19: a case-control study among U.S. military Veterans.","Human vaccines & immunotherapeutics","","2164-554X","10.1080/21645515.2021.1981084","","In the early stages of the COVID-19 global pandemic, caused by the SARS-CoV-2 virus, low- and middle-income countries (LMICs) appeared to be experiencing lower morbidity and mortality rates than high-income countries, particularly the United States. Various suggestions put forward to account for this included the possibility that LMICs might be experiencing off-target benefits of infant vaccination with BCG, intended primarily to protect against tuberculosis. A number of ecologic epidemiological studies that considered COVID-19 morbidity and mortality rates across countries appeared to support this suggestion. Ecologic studies, however, are primarily hypothesis-generating, given their well-known limitations in extrapolating to the individual-person level. The present study, which employed anonymized records of U.S. Military Veterans treated by the Department of Veterans Affairs was principally a case-control study of COVID-19 infections with a retrospective cohort study of mortality nested within the infections. Controls were a random sample of Veterans not recorded as having had COVID-19. There were 263,039 controls and 167,664 COVID-19 cases, of whom 5,016 died. The combination of country and year of birth was used as a surrogate for infant BCG vaccination. The study did not support the hypothesis that BCG in infancy was protective against COVID-19. The odds ratio for infection was 1.07 (95% confidence interval [CI]: 1.03, 1.11) and the risk ratio for mortality among the COVID-19 cases was 0.86 (95% CI: 0.63, 1.18). The potential for non-differential exposure misclassification was a concern, possibly biasing measures of association toward the null value.","2022","2023-07-03 03:17:34","2023-07-03 03:17:34","","1981084","","1","18","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GXM73K2","journalArticle","2022","Cherif, Dora; Felfel, Hajer; Drira, Chema; Aounallah, Mariam; Kadri, Meriem; Rayana, Mohamed Chiheb Ben; Khrouf, Myriam Razgallah","Regulatory Challenges in the COVID-19 Era: The Case of Tunisia.","Disaster medicine and public health preparedness","","1938-744X","10.1017/dmp.2020.432","","In view of the possible disruptions in the manufacturing and supply of health products following the coronavirus disease 2019 (COVID-19) pandemic, the Tunisian medicines regulatory authority was mobilized to guarantee patient safety. Teleworking has become the ultimate way of service continuity. The planning was revised according to health priorities. Work procedures were set online. A minimum list of medicines known as ""medicines of health and strategic interest"" was established. The Directorate of Pharmacy and Medicines (DPM) has been working on updating medicines stock data. A provisional suspension of authorizations for medicines export for 1 mo was decided. A fast-track procedure allowing the validation of alternative sources of raw materials has been put in place. An appeal for a fast track manufacture of hydroalcoholic gel/solutions was launched. A Monitored Emergency Use of Unregistered and Investigational Interventions (MEURI) procedure has been adopted in order to dispense off-label prescriptions of hydroxychloroquine and azithromycin combination. Focus groups were organized in order to set up therapeutic trials exploring possible strategies of COVID-19 treatment, such as serotherapy and BCG vaccine. This proactive and anticipatory policy has made it possible to meet the health challenges dictated by this crisis.","2022","2023-07-03 03:17:34","2023-07-03 03:17:34","","1277–1278","","3","16","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LNSGJ29F","journalArticle","2022","Checcucci, Enrico; Piramide, Federico; Pecoraro, Angela; Amparore, Daniele; Campi, Riccardo; Fiori, Cristian; Elhage, Oussama; Kotecha, Pinky; Vyakarnam, Annapurna; Serni, Sergio; Dasgupta, Prokar; Porpiglia, Francesco","The vaccine journey for COVID-19: a comprehensive systematic review of current clinical trials in humans.","Panminerva medica","","1827-1898","10.23736/S0031-0808.20.03958-0","","Since December 2019, there has been an outbreak of a novel beta-Coronavirus (SARS-CoV-2) in Wuhan, China. On March 11, 2020, the World Health Organization (WHO) declared COVID-19 as a pandemic, with over 118,000 cases in more than 110 countries around the world. In response to the global Coronavirus disease 2019 (COVID-19) emergency, clinical trial research assessing the efficacy and safety of experimental vaccines to prevent COVID-19 are emerging at an unprecedented rate. The aim of this systematic review was to summarize the preliminary experiences and ongoing clinical trials of the major candidates and challenges of the vaccine strategies in humans. After a-priori protocol registration with PROSPERO (181483), systematic research of the published literature was conducted on April 24, 2020, using Medline (via PubMed), Embase (via Ovid), and WHO databases. Moreover, to explore the more recent literature we also searched the preprint server medRxiv. Finally, we scrutinized the Cochrane COVID-19 study register and the COVID-19 section of ClinicalTrials.gov database to identify relevant ongoing clinical trials. Thereafter we selected the articles according to the PRISMA Guidelines. Animal or in-vitro experimental studies were excluded. Moreover editorials, commentaries, abstracts, reviews, book chapters, and articles not in English were not included. Our search identified 1359 published papers, 478 preprint articles and 367 ongoing clinical trials. Finally, only ten ongoing clinical trials met the inclusion criteria. Specifically, seven developed vaccines for the S protein of SARS-CoV-2 and three clinical trials assessed the protective role of BCG vaccine against COVID-19. The first group included phase I/II trials with different types of molecules (DNA or mRNA vaccine, bacterial plasmid or viral vectors), the latter were phase III/IV trials designed on the basis of a heterologous lymphocyte activation by the BCG vaccine. This new disease is pushing the scientific community to develop swiftly a safe and effective vaccine. Notwithstanding the limitations of our analysis, given by the absence of available results, we try to provide a comprehensive view of the ongoing clinical trials in humans. Our analysis reveals a worldwide effort of both scientists and enterprises to achieve one of the most challenging goals of our century.","2022","2023-07-03 03:17:35","2023-07-03 03:17:35","","72–79","","1","64","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZATET7GN","journalArticle","2021","Tarabini, Renata Fioravanti; Rigo, Mauricio Menegatti; Fonseca, André Faustino; Rubin, Felipe; Bellé, Rafael; Kavraki, Lydia E.; Ferreto, Tiago Coelho; Antunes, Dinler Amaral; Souza, Ana Paula Duarte de","Large-Scale Structure-Based Screening of Potential T Cell Cross-Reactivities Involving Peptide-Targets From BCG Vaccine and SARS-CoV-2.","Frontiers in immunology","","1664-3224","10.3389/fimmu.2021.812176","","Although not being the first viral pandemic to affect humankind, we are now for the first time faced with a pandemic caused by a coronavirus. The Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) has been responsible for the COVID-19 pandemic, which caused more than 4.5 million deaths worldwide. Despite unprecedented efforts, with vaccines being developed in a record time, SARS-CoV-2 continues to spread worldwide with new variants arising in different countries. Such persistent spread is in part enabled by public resistance to vaccination in some countries, and limited access to vaccines in other countries. The limited vaccination coverage, the continued risk for resistant variants, and the existence of natural reservoirs for coronaviruses, highlight the importance of developing additional therapeutic strategies against SARS-CoV-2 and other coronaviruses. At the beginning of the pandemic it was suggested that countries with Bacillus Calmette-Guérin (BCG) vaccination programs could be associated with a reduced number and/or severity of COVID-19 cases. Preliminary studies have provided evidence for this relationship and further investigation is being conducted in ongoing clinical trials. The protection against SARS-CoV-2 induced by BCG vaccination may be mediated by cross-reactive T cell lymphocytes, which recognize peptides displayed by class I Human Leukocyte Antigens (HLA-I) on the surface of infected cells. In order to identify potential targets of T cell cross-reactivity, we implemented an in silico strategy combining sequence-based and structure-based methods to screen over 13,5 million possible cross-reactive peptide pairs from BCG and SARS-CoV-2. Our study produced (i) a list of immunogenic BCG-derived peptides that may prime T cell cross-reactivity against SARS-CoV-2, (ii) a large dataset of modeled peptide-HLA structures for the screened targets, and (iii) new computational methods for structure-based screenings that can be used by others in future studies. Our study expands the list of BCG peptides potentially involved in T cell cross-reactivity with SARS-CoV-2-derived peptides, and identifies multiple high-density ""neighborhoods"" of cross-reactive peptides which could be driving heterologous immunity induced by BCG vaccination, therefore providing insights for future vaccine development efforts.","2021","2023-07-03 03:17:35","2023-07-03 03:17:35","","812176","","","12","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VYDTHFG7","journalArticle","2021","Khera, Daisy; Chugh, Ankita; Khasbage, Sameer; Singh, Surjit","Does Bacille Calmette-Guérin Vaccination Provides Protection against COVID-19: A Systematic Review and Meta-analysis.","Indian journal of community medicine : official publication of Indian Association of Preventive & Social Medicine","","0970-0218","10.4103/ijcm.IJCM_952_20","","Lower morbidity and mortality in few geographic locations on the globe suffering with SARS-CoV-2 has been associated with the existing or previously followed long-standing Bacille Calmette-Guérin (BCG) vaccination policy among infants. However, does it hold true that today after years of BCG vaccination, few adults have better prognosis or is it just confounding due to differential disease burden, population density, testing facilities, or improper reporting. The purpose was to evaluate and correlate this effect systematically. Detailed electronic search for randomized controlled trials (RCTs) and observational studies in PubMed, Cochrane Library, and ClinicalTrials.gov for eligible studies was performed. One hundred and fourteen studies were yielded on search strategy and 28 observational studies were finally included for analysis. From our results, we can say that BCG vaccination causes a decrease in COVID-19 incidence and mortality. However, these results must be interpreted cautiously as lot of confounding factors were present in included studies, which can affect the outcome. The evidence of BCG vaccination for the protection against COVID-19 cannot be ruled out as evidence from many studies support the hypothesis, but the evidence of well-conducted RCTs and observational studies can strengthen the evidence. PROSPERO (International Prospective Register of Systematic Reviews) database (CRD42020204466).","2021","2023-07-03 03:17:35","2023-07-03 03:17:35","","592–599","","4","46","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTJEHH4P","journalArticle","2021","Ferro, Matteo; Giudice, Francesco Del; Carrieri, Giuseppe; Busetto, Gian Maria; Cormio, Luigi; Hurle, Rodolfo; Contieri, Roberto; Arcaniolo, Davide; Sciarra, Alessandro; Maggi, Martina; Porpiglia, Francesco; Manfredi, Matteo; Fiori, Cristian; Antonelli, Alessandro; Tafuri, Alessandro; Bove, Pierluigi; Terrone, Carlo; Borghesi, Marco; Costantini, Elisabetta; Iliano, Ester; Montanari, Emanuele; Boeri, Luca; Russo, Giorgio Ivan; Madonia, Massimo; Tedde, Alessandro; Veccia, Alessandro; Simeone, Claudio; Liguori, Giovanni; Trombetta, Carlo; Brunocilla, Eugenio; Schiavina, Riccardo; Moro, Fabrizio Dal; Racioppi, Marco; Vartolomei, Mihai Dorin; Longo, Nicola; Spirito, Lorenzo; Crocetto, Felice; Cantiello, Francesco; Damiano, Rocco; Stasi, Savino M. Di; Marchioni, Michele; Schips, Luigi; Parma, Paolo; Carmignani, Luca; Conti, Andrea; Soria, Francesco; Gontero, Paolo; Barone, Biagio; Deho, Federico; Zaffuto, Emanuele","The Impact of SARS-CoV-2 Pandemic on Time to Primary, Secondary Resection and Adjuvant Intravesical Therapy in Patients with High-Risk Non-Muscle Invasive Bladder Cancer: A Retrospective Multi-Institutional Cohort Analysis.","Cancers","","2072-6694","10.3390/cancers13215276","","To investigate the impact of COVID-19 outbreak on the diagnosis and treatment of non-muscle invasive bladder cancer (NMIBC). A retrospective analysis was performed using an Italian multi-institutional database of TURBT patients with high-risk urothelial NMIBC between January 2019 and February 2021, followed by Re-TURBT and/or adjuvant intravesical BCG. A total of 2591 patients from 27 institutions with primary TURBT were included. Of these, 1534 (59.2%) and 1056 (40.8%) underwent TURBT before and during the COVID-19 outbreak, respectively. Time between diagnosis and TURBT was significantly longer during the COVID-19 period (65 vs. 52 days, p = 0.002). One thousand and sixty-six patients (41.1%) received Re-TURBT, 604 (56.7%) during the pre-COVID-19. The median time to secondary resection was significantly longer during the COVID-19 period (55 vs. 48 days, p < 0.0001). A total of 977 patients underwent adjuvant intravesical therapy after primary or secondary resection, with a similar distribution across the two groups (n = 453, 86% vs. n = 388, 86.2%). However, the proportion of the patients who underwent maintenance significantly differed (79.5% vs. 60.4%, p < 0.0001). The COVID-19 pandemic represented an unprecedented challenge to our health system. Our study did not show significant differences in TURBT quality. However, a delay in treatment schedule and disease management was observed. Investigation of the oncological impacts of those differences should be advocated.","2021","2023-07-03 03:17:35","2023-07-03 03:17:35","","","","21","13","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JHZQ6C3","journalArticle","2021","Pittet, Laure F.; Messina, Nicole L.; Gardiner, Kaya; Orsini, Francesca; Abruzzo, Veronica; Bannister, Samantha; Bonten, Marc; Campbell, John L.; Croda, Julio; Dalcolmo, Margareth; Elia, Sonja; Germano, Susie; Goodall, Casey; Gwee, Amanda; Jamieson, Tenaya; Jardim, Bruno; Kollmann, Tobias R.; Lacerda, Marcus Vinícius Guimarães; Lee, Katherine J.; Legge, Donna; Lucas, Michaela; Lynn, David J.; McDonald, Ellie; Manning, Laurens; Munns, Craig F.; Perrett, Kirsten P.; Aymerich, Cristina Prat; Richmond, Peter; Shann, Frank; Sudbury, Eva; Villanueva, Paola; Wood, Nicholas J.; Lieschke, Katherine; Subbarao, Kanta; Davidson, Andrew; Curtis, Nigel","BCG vaccination to reduce the impact of COVID-19 in healthcare workers: Protocol for a randomised controlled trial (BRACE trial).","BMJ open","","2044-6055","10.1136/bmjopen-2021-052101","","BCG vaccination modulates immune responses to unrelated pathogens. This off-target effect could reduce the impact of emerging pathogens. As a readily available, inexpensive intervention that has a well-established safety profile, BCG is a good candidate for protecting healthcare workers (HCWs) and other vulnerable groups against COVID-19. This international multicentre phase III randomised controlled trial aims to determine if BCG vaccination reduces the incidence of symptomatic and severe COVID-19 at 6 months (co-primary outcomes) compared with no BCG vaccination. We plan to randomise 10 078 HCWs from Australia, The Netherlands, Spain, the UK and Brazil in a 1:1 ratio to BCG vaccination or no BCG (control group). The participants will be followed for 1 year with questionnaires and collection of blood samples. For any episode of illness, clinical details will be collected daily, and the participant will be tested for SARS-CoV-2 infection. The secondary objectives are to determine if BCG vaccination reduces the rate, incidence, and severity of any febrile or respiratory illness (including SARS-CoV-2), as well as work absenteeism. The safety of BCG vaccination in HCWs will also be evaluated. Immunological analyses will assess changes in the immune system following vaccination, and identify factors associated with susceptibility to or protection against SARS-CoV-2 and other infections. Ethical and governance approval will be obtained from participating sites. Results will be published in peer-reviewed open-access journals. The final cleaned and locked database will be deposited in a data sharing repository archiving system. ClinicalTrials.gov NCT04327206.","2021","2023-07-03 03:17:35","2023-07-03 03:17:35","","","","10","11","","","","","","","","","","","","","","","","","Type: Clinical Trial Protocol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S8P8FG22","journalArticle","2021","Khan, Wajihul Hasan; Hashmi, Zohra; Goel, Aditya; Ahmad, Razi; Gupta, Kanisha; Khan, Nida; Alam, Iqbal; Ahmed, Faheem; Ansari, Mairaj Ahmed","COVID-19 Pandemic and Vaccines Update on Challenges and Resolutions.","Frontiers in cellular and infection microbiology","","2235-2988","10.3389/fcimb.2021.690621","","The coronavirus disease (COVID-19) is caused by a positive-stranded RNA virus called severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), belonging to the Coronaviridae family. This virus originated in Wuhan City, China, and became the cause of a multiwave pandemic that has killed 3.46 million people worldwide as of May 22, 2021. The havoc intensified with the emergence of SARS-CoV-2 variants (B.1.1.7; Alpha, B.1.351; Beta, P.1; Gamma, B.1.617; Delta, B.1.617.2; Delta-plus, B.1.525; Eta, and B.1.429; Epsilon etc.) due to mutations generated during replication. More variants may emerge to cause additional pandemic waves. The most promising approach for combating viruses and their emerging variants lies in prophylactic vaccines. Several vaccine candidates are being developed using various platforms, including nucleic acids, live attenuated virus, inactivated virus, viral vectors, and protein-based subunit vaccines. In this unprecedented time, 12 vaccines against SARS-CoV-2 have been phased in following WHO approval, 184 are in the preclinical stage, and 100 are in the clinical development process. Many of them are directed to elicit neutralizing antibodies against the viral spike protein (S) to inhibit viral entry through the ACE-2 receptor of host cells. Inactivated vaccines, to the contrary, provide a wide range of viral antigens for immune activation. Being an intracellular pathogen, the cytotoxic CD8+ T Cell (CTL) response remains crucial for all viruses, including SARS-CoV-2, and needs to be explored in detail. In this review, we try to describe and compare approved vaccines against SARS-CoV-2 that are currently being distributed either after phase III clinical trials or for emergency use. We discuss immune responses induced by various candidate vaccine formulations; their benefits, potential limitations, and effectiveness against variants; future challenges, such as antibody-dependent enhancement (ADE); and vaccine safety issues and their possible resolutions. Most of the current vaccines developed against SARS-CoV-2 are showing either promising or compromised efficacy against new variants. Multiple antigen-based vaccines (multivariant vaccines) should be developed on different platforms to tackle future variants. Alternatively, recombinant BCG, containing SARS-CoV-2 multiple antigens, as a live attenuated vaccine should be explored for long-term protection. Irrespective of their efficacy, all vaccines are efficient in providing protection from disease severity. We must insist on vaccine compliance for all age groups and work on vaccine hesitancy globally to achieve herd immunity and, eventually, to curb this pandemic.","2021","2023-07-03 03:17:35","2023-07-03 03:17:35","","690621","","","11","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JCBHHU5","journalArticle","2021","Kumari, Priyanka; Gupta, Umesh Datta; Bhagyawant, Sameer Suresh","Bacillus calmette-guerin as a quick and temporary solution to coronavirus disease-2019.","International journal of mycobacteriology","","2212-554X","10.4103/ijmy.ijmy_86_21","","The coronavirus disease-2019 (COVID-19) pandemic is one of the most devastating things that happened in the world which has taken the lives of millions of people and has brutally shattered the world economy. This pandemic has instigated an urgent need for a vaccine to reduce the ongoing morbidity and mortality. Bacillus Calmette-Guerin (BCG) apart from being used as an effective and old vaccine against tuberculosis has some known off-target protection effect and is getting more attention in this scenario. BCG confers nonspecific innate immune-boosting effects called trained immunity against secondary infection. Various recent publications have proposed the inverse relationship between the COVID-19 morbidity and mortality with that of BCG coverage of that country on the basis of epidemiological studies. However, these studies have not considered the confounding factors, and a lot of recent articles are contradicting these epidemiological and observational data. Several random control trials for BCG on health-care workers and elderly people are ongoing worldwide and could depict the actual relation between COVID-19 and BCG protection. Although a recent trial has found a protective function of BCG against COVID-19 in health-care workers, more results of the trials can only give approval on this. There has been a shortage of BCG worldwide due to its use in bladder cancer and vaccination in neonates, and hence, its use should be carefully regulated. In this review, we have tried to summarize the various issue and conflicts on BCG to be used as a temporary solution to COVID-19.","2021","2023-07-03 03:17:36","2023-07-03 03:17:36","","105–110","","2","10","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
