"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YMWCLLCG","journalArticle","2023","Koekenbier, E. L.; Fohse, K.; Maat, JS van de; ...","Bacillus Calmette-Guérin vaccine for prevention of COVID-19 and other respiratory tract infections in older adults with comorbidities: a randomized controlled …","Clinical Microbiology …","","","","https://www.sciencedirect.com/science/article/pii/S1198743X23000447","… In conclusion, BCG vaccination did not protect against COVID-19 infection and did not reduce the incidence of clinically relevant RTIs in a large cohort of older adults with comorbidities …","2023","2023-07-03 03:11:31","2023-07-03 03:11:31","","","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S2P57W2U","journalArticle","2023","Santos, A. P.; Werneck, G. L.; Dalvi, A. P. R.; ...","The effect of BCG vaccination on infection and antibody levels against SARS-CoV-2—The results of ProBCG: a multicenter randomized clinical trial in Brazil","International Journal of …","","","","https://www.sciencedirect.com/science/article/pii/S1201971223000656","… Although some authors advocated that those trials about BCG and COVID-19 already on course would be useless, their results could provide evidence that using trained immunity …","2023","2023-07-03 03:11:31","2023-07-03 03:11:31","","","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KMLRBIQ","journalArticle","2023","Fronteira, I.; Schaltz-Buchholzer, F.; Araújo, I. I.; ...","Prevalence of observed BCG scar in a cohort of health care workers from three Lusophone sub-Saharian African countries: cross-sectional comparative study","Population …","","","","http://www.populationmedicine.eu/Prevalence-of-observed-BCG-scar-in-a-cohort-of-health-care-workers-from-three-Lusophone,165572,0,2.html","… the BCG-COVID-RCT trial [1] in … BCG scar was by a physical assessment of BCG scars including number and location(s) of observed BCG scars and self-reported vaccinations with BCG…","2023","2023-07-03 03:11:31","2023-07-03 03:11:31","","","","","","","","","","","","","","","","","","","","","","Publisher: populationmedicine.eu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6YJUJAD","journalArticle","2023","Netea, M. G.; Ziogas, A.; Benn, C. S.; ...","The role of trained immunity in COVID-19: Lessons for the next pandemic","Cell Host &Microbe","","","","https://www.cell.com/cell-host-microbe/pdf/S1931-3128(23)00197-X.pdf","… Several randomized clinical trials investigating BCG vaccination effect on COVID-19 … Three trials found a protective effect of BCG against COVID-19 incidence; these trials from Greece,…","2023","2023-07-03 03:11:31","2023-07-03 03:11:31","","","","","","","","","","","","","","","","","","","","","","Publisher: cell.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NNDWEQB","journalArticle","2023","Weinberg, M. S.; Zafar, A.; Magdamo, C.; ...","Association of BCG Vaccine Treatment With Death and Dementia in Patients With Non–Muscle-Invasive Bladder Cancer","JAMA Network …","","","","https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2805030","… In this cohort study, we investigated whether intravesical BCG vaccine therapy for patients with … in which BCG vaccine for patients with type 1 diabetes also led to decreased COVID-19–…","2023","2023-07-03 03:11:31","2023-07-03 03:11:31","","","","","","","","","","","","","","","","","","","","","","Publisher: jamanetwork.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XEEWV58X","journalArticle","2023","Zapolnik, P.; Kmiecik, W.; Mazur, A.; Czajka, H.","Trained Immunity, BCG and SARS-CoV-2 General Outline and Possible Management in COVID-19","International Journal of …","","","","https://www.mdpi.com/1422-0067/24/4/3218","… We assessed the effect of BCG re-vaccination on COVID-19 among medical professionals but … The summary of the current observational and clinical trials on BCG-COVID-19 relation is …","2023","2023-07-03 03:11:31","2023-07-03 03:11:31","","","","","","","","","","","","","","","","","","","","","","Publisher: mdpi.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EY9R8L7C","journalArticle","2023","Holt, H.; Relton, C.; Talaei, M.; Symons, J.; ...","Cohort Profile: Longitudinal population-based study of COVID-19 in UK adults (COVIDENCE UK)","International Journal …","","","","https://academic.oup.com/ije/article-abstract/52/1/e46/6731614","… trials of non-pharmaceutical interventions for prevention of COVID-19 and other acute respiratory infections using trials … -based, longitudinal study of COVID-19 in UK adults, which we …","2023","2023-07-03 03:11:31","2023-07-03 03:11:31","","","","","","","","","","","","","","","","","","","","","","Publisher: academic.oup.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GBMI7SAV","journalArticle","2023","Villanueva, P.; Crawford, N. W.; Croda, M. G.; Collopy, S.; ...","Factors influencing scar formation following Bacille Calmette-Guérin (BCG) vaccination","Heliyon","","","","https://www.cell.com/heliyon/pdf/S2405-8440(23)02448-9.pdf","… participants to receive BCG vaccine or no BCG. HCW were eligible … with patients during the COVID-19 pandemic. Exclusion … number of trials into the beneficial off-target effects of BCG in …","2023","2023-07-03 03:11:31","2023-07-03 03:11:31","","","","","","","","","","","","","","","","","","","","","","Publisher: cell.com Type: PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"544JFYTG","journalArticle","2023","Gong, W.; Xie, J.; Li, H.; Aspatwar, A.","Research advances of tuberculosis vaccine and its implication on COVID-19","Frontiers in Immunology","","","10.3389/fimmu.2023.1147704","https://www.frontiersin.org/articles/10.3389/fimmu.2023.1147704/full","… BCG or recombinant BCG (rBCG) vaccine, the potential role of the BCG vaccine on the prevention of COVID-19… in clinical trials, but the rBCG30 and AERAS-422 trials were stopped due …","2023","2023-07-03 03:11:31","2023-07-03 03:11:31","","","","","","","","","","","","","","","","","","","","","","Publisher: frontiersin.org Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F8F4JKII","journalArticle","2023","Föhse, K.; Taks, E. J. M.; Moorlag, S. J.; Bonten, M. J. M.; ...","The impact of circadian rhythm on Bacillus Calmette-Guérin vaccination effects on SARS-CoV-2 infections","Frontiers in …","","","10.3389/fimmu.2023.980711","https://www.frontiersin.org/articles/10.3389/fimmu.2023.980711/full","… evaluate whether the timing of BCG vaccination (morning or … in one of these clinical trials (the BCG-CORONA-ELDERLY study) … than placebo against RTIs or COVID-19, we believe that …","2023","2023-07-03 03:11:31","2023-07-03 03:11:31","","","","","","","","","","","","","","","","","","","","","","Publisher: frontiersin.org Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8B4KYSHV","journalArticle","2023","Chen, T. Y. T.; Wang, S. I.; Hung, Y. M.; Hartman, J. J.; Chang, R.; ...","Recent Human Papillomavirus Vaccination is Associated with a Lower Risk of COVID-19: A US Database Cohort Study","Drugs","","","10.1007/s40265-023-01867-8","https://link.springer.com/article/10.1007/s40265-023-01867-8","… if the BCG vaccine can prevent COVID-19 [19]. According to ecological studies, COVID-19 infections and mortality are lower in nations and areas where the BCG vaccination is required …","2023","2023-07-03 03:11:31","2023-07-03 03:11:31","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8YMRTZUE","book","2023","Necchi, A.; Roumiguié, M.; Esen, A. A.; Lebret, T.; Wit, R. De; ...","… for patients (pts) with high-risk non–muscle-invasive bladder cancer (HR NMIBC) unresponsive to bacillus Calmette–Guérin (BCG): Results from cohort B of the phase …","","","","","https://ascopubs.org/doi/abs/10.1200/JCO.2023.41.6_suppl.LBA442","… Results from cohort A (carcinoma in situ [CIS] ± papillary tumors) showed a clinical … the results from cohort B (papillary tumors without CIS). Methods: Pts were aged ≥18 y with BCG-…","2023","2023-07-03 03:11:31","2023-07-03 03:11:31","","","","","","","","","","","","","ascopubs.org","","","","","","","","","DOI: 10.1200/JCO.2023.41.6_suppl.LBA442","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B4CBWJ6E","journalArticle","2023","Yoshida, M.; Kobashi, Y.; Shimazu, Y.; Saito, H.; ...","… in healthy and allergic disease individuals aged 5–11 years and comparison with individuals aged 12–15 years: An observational and historical cohort study","European Journal of …","","","10.1007/s00431-022-04643-0","https://link.springer.com/article/10.1007/s00431-022-04643-0","… COVID-19 also exerts an enormous impact on children. Although clinical manifestations of pediatric COVID-19 … , history of Bacille Calmette-Guerin (BCG) vaccination given as regular …","2023","2023-07-03 03:11:32","2023-07-03 03:11:32","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YSKKKCG7","journalArticle","2023","Jalalizadeh, M.; Giacomelli, C. F.; Leme, P. A. F.; Buosi, K.; ...","Comparing Bacillus Calmette-Guérin (BCG) strains in convalescent COVID-19 patients","…","","","10.2217/imt-2022-0048","https://www.futuremedicine.com/doi/abs/10.2217/imt-2022-0048","… Despite all these potential differences, trials comparing the clinical outcome of patients … to placebo regarding symptomatic progression in COVID-19 convalescent patients. BCG strain …","2023","2023-07-03 03:11:32","2023-07-03 03:11:32","","","","","","","","","","","","","","","","","","","","","","Publisher: Future Medicine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATB6RMW3","journalArticle","2023","Patil, P.; Mundada, V.","BCG reactivation in an infant with multisystem inflammatory syndrome in children","Archives of Disease in Childhood","","","","https://adc.bmj.com/content/108/1/24.abstract","… Association of birth during the COVID- 19 pandemic with … Cohort profile: the cork baseline birth cohort study: babies … The impact of COVID- 19 lockdown on infants’ coronavirus …","2023","2023-07-03 03:11:32","2023-07-03 03:11:32","","","","","","","","","","","","","","","","","","","","","","Publisher: adc.bmj.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8QE8AGCN","journalArticle","2023","Li, X.; Peng, K.; Cheng, F. W. T.; Lam, D. C. L.; ...","Tuberculosis following two-dose SARS-CoV-2 vaccination with messenger RNA vaccine (BNT162b2) and inactivated virus vaccine (CoronaVac)","Journal of …","","","","https://www.journalofinfection.com/article/S0163-4453(22)00706-X/abstract","… Calmette-Guerin (BCG) vaccination on COVID-19 by inducing trained immunity. We … cohort study, we included all the patients’ records in the linked database and categorized the cohort …","2023","2023-07-03 03:11:32","2023-07-03 03:11:32","","","","","","","","","","","","","","","","","","","","","","Publisher: journalofinfection.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQFRJ3BF","journalArticle","2023","Blossey, A. M.; Brückner, S.; May, M.; ...","VPM1002 as prophylaxis against severe respiratory tract infections including coronavirus disease 2019 in the elderly: a phase 3 randomized, double-blind, placebo …","Clinical Infectious …","","","","https://academic.oup.com/cid/article/76/7/1304/6821343","… efficacy of VPM1002 (a genetically modified BCG) as prophylaxis against severe respiratory tract infections including coronavirus disease 2019 (COVID-19) in an elderly population. …","2023","2023-07-03 03:11:32","2023-07-03 03:11:32","","","","","","","","","","","","","","","","","","","","","","Publisher: academic.oup.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I9HFYARY","journalArticle","2023","Morrison, H.; McShane, H.","BCG: Past, Present and Future Direction","Vaccines for Neglected Pathogens …","","","","https://library.oapen.org/bitstream/handle/20.500.12657/62397/1/978-3-031-24355-4.pdf#page=170","… correlation between BCG vaccination policy and COVID-19 spread [91]. Multiple clinical trials have been registered looking at the question of BCG for protection against COVID-19 dis…","2023","2023-07-03 03:11:32","2023-07-03 03:11:32","","","","","","","","","","","","","","","","","","","","","","Publisher: library.oapen.org Type: PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A77I8KBP","journalArticle","2023","Theilmann, M.; Geldsetzer, P.; Baernighausen, T.; ...","Does early childhood BCG vaccination improve survival into adulthood in a population with a low tuberculosis prevalence? Quasi-experimental evidence on non …","medRxiv","","","10.1101/2023.02.16.23286013.abstract","https://www.medrxiv.org/content/10.1101/2023.02.16.23286013.abstract","… 87 conditions, we examine the effects of BCG vaccination on cohort survival to age 30 based on 88 … does not assess whether the BCG vaccine protects 585 against COVID-19 because …","2023","2023-07-03 03:11:32","2023-07-03 03:11:32","","","","","","","","","","","","","","","","","","","","","","Publisher: medrxiv.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZPWW6Z6","journalArticle","2023","Chen, J.; Gao, L.; Wu, X.; Fan, Y.; Liu, M.; Peng, L.; ...","BCG-induced trained immunity: history, mechanisms and potential applications","Journal of Translational …","","","10.1186/s12967-023-03944-8","https://link.springer.com/article/10.1186/s12967-023-03944-8","… (COVID-19). Trained immunity induced by BCG vaccination during birth may have resistance to COVID… Interestingly, a cohort study showed that BCG did not affect the prevalence of …","2023","2023-07-03 03:11:32","2023-07-03 03:11:32","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUJXDDFW","journalArticle","2023","Khansary, S.; Tavilani, H.; Ghasemi, H.","Gender, Bladder Cancer Healthcare and Burden of COVID-19","Cancer Investigation","","","10.1080/07357907.2022.2140351","https://www.tandfonline.com/doi/abs/10.1080/07357907.2022.2140351","… The lunched clinical trials and uncontrolled BCG usage for COVID-19 patients have shown to have a potential effect on patients with bladder cancer and urology practice and cause a …","2023","2023-07-03 03:11:32","2023-07-03 03:11:32","","","","","","","","","","","","","","","","","","","","","","Publisher: Taylor &Francis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8Z2AP873","journalArticle","2023","Goudouris, E.; Aranda, C. S.; Solé, D.","Implications of the non-specific effect induced by Bacillus Calmette-Guerin (BCG) vaccine on vaccine recommendations","Jornal de Pediatria","","","","https://www.scielo.br/j/jped/a/sjmzMhfZ5YsZfY5FFqP7phr/","… BCG and followed them for two years, which allowed a more direct investigation of the disease risk correlates. In this cohort, the proportion of polyfunctional T cells in BCG-… as COVID-19; …","2023","2023-07-03 03:11:32","2023-07-03 03:11:32","","","","","","","","","","","","","","","","","","","","","","Publisher: SciELO Brasil Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NBTDIV5T","book","2023","Shore, N. D.; Gupta, S.; Kulkarni, G. S.; Necchi, A.; Dave, H. K.; ...","Phase 2 KEYNOTE-057 cohort C: Pembrolizumab (pembro) with vibostolimab or favezelimab for patients (pts) with high-risk (HR) bacillus Calmette-Guérin (BCG) …","","","","","https://ascopubs.org/doi/abs/10.1200/JCO.2023.41.6_suppl.TPS591","… inhibitor favezelimab in pts with HR BCG-unresponsive NMIBC with CIS ± … BCG (defined as persistent or recurrent CIS alone or with Ta/T1 ≤12 months of completion of adequate BCG …","2023","2023-07-03 03:11:32","2023-07-03 03:11:32","","","","","","","","","","","","","ascopubs.org","","","","","","","","","DOI: 10.1200/JCO.2023.41.6_suppl.TPS591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGHY3ZFG","book","2023","Catto, J. W. F.; Tran, B.; Master, V. A.; Roupret, M.; Pignot, G.; ...","… pts) with bacillus Calmette-Guérin (BCG)-unresponsive, high-risk non–muscle-invasive bladder cancer (HR-NMIBC) with FGFR3/2 alterations (alt) in THOR-2: Cohort …","","","","","https://ascopubs.org/doi/abs/10.1200/JCO.2023.41.6_suppl.503","… exploratory cohort of pts with BCG-unresponsive CIS with FGFRalt with or without papillary disease (Cohort 2). Methods: Inclusion criteria: age ≥18 y, with histologically confirmed, BCG…","2023","2023-07-03 03:11:32","2023-07-03 03:11:32","","","","","","","","","","","","","ascopubs.org","","","","","","","","","DOI: 10.1200/JCO.2023.41.6_suppl.503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QQAZ8VE7","journalArticle","2023","Guèye, M. S.; Ndiaye-Diop, M. T.; Bustamante, J.; ...","Inherited STAT1 Deficiency in a Child with BCG-osis and Severe COVID-19 Pneumonia","Journal of Clinical …","","","10.1007/s10875-023-01510-x","https://link.springer.com/article/10.1007/s10875-023-01510-x","… critical COVID-19 pneumonia. More recently, Zhang et al. reported the first international cohort of … COVID-19 pneumonia [4]. AR STAT1 deficiency was predicted to confer susceptibility to …","2023","2023-07-03 03:11:32","2023-07-03 03:11:32","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXQ7UCFU","journalArticle","2023","Noishiki, C.; Hayasaka, Y.; Yoshida, R.; Ogawa, R.","Over 90% of Childhood BCG Vaccine-Induced Keloids in Japan Occur in Women","Dermatology and Therapy","","","10.1007/s13555-023-00916-0","https://link.springer.com/article/10.1007/s13555-023-00916-0","… an extensive cross-sectional analysis of a large cohort of patients with childhood-onset keloid(s… safety of BCG in preventing COVID-19 found that revaccination with BCG produced using …","2023","2023-07-03 03:11:33","2023-07-03 03:11:33","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4FYDM4TB","book","2023","Fedoseenko, M.; Petrova, V.; Namazova-Baranova, L.","Prospective Cohort Study of Protective Effect of Neonatal Tuberculosis and Hepatitis B Vaccination against Development of Atopic Dermatitis: Interim Results of 18 …","","","","","https://www.preprints.org/manuscript/202306.0252","… Our findings testify to the fact that timely BCG-M and … of COVID-19 it was noticed that in the countries with the highest incidence of COVID-19 the population was not given the BCG …","2023","2023-07-03 03:11:33","2023-07-03 03:11:33","","","","","","","","","","","","","preprints.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9DLVNDE","journalArticle","2023","Abdulah, D. M.; Hassan, A. B.","Exploration of association between respiratory vaccinations with infection and mortality rates of COVID-19","Disaster medicine and public health …","","","","https://www.cambridge.org/core/journals/disaster-medicine-and-public-health-preparedness/article/exploration-of-association-between-respiratory-vaccinations-with-infection-and-mortality-rates-of-covid19/3B69BA3A611A5564859C887165516C5C","… Conclusions: This study suggests that BCG vaccination could reduce the infection caused by COVID-19… In two randomized controlled trials of BCG administration at birth versus delayed …","2023","2023-07-03 03:11:33","2023-07-03 03:11:33","","","","","","","","","","","","","","","","","","","","","","Publisher: cambridge.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
